,created_at,sentiment,tweet,user_location
171,2017-11-09 23:22:22,positive,RT @mergerguy: @FoxBusiness Disney CEO Bob Igar is too busy supporting NFL protestors and supporting ESPN assholes to have time to pay atte…,
172,2017-11-09 23:22:07,negative,Distillates led the crude market up. Will they now lead it back down? https://t.co/vqFIQhLsI3,
173,2017-11-09 23:21:44,neutral,RT @j8theatre: Review of UTMR from @guardianchorley #chorley https://t.co/Vs1zli3BjQ https://t.co/iaZsXKlg6X,"Chorley, England"
174,2017-11-09 23:21:23,negative,"RT @chelseaallynnn: Hey check this out man tell it.It was this blind man right,it was this blind man right.He was feelin' his way down the…","Waverly, NY"
175,2017-11-09 23:20:40,negative,The #Market is  going to come down big-time ...  I'm just saying beware there's no way I can keep going up.… https://t.co/u4oJfNzHn7,"Florida, USA"
176,2017-11-09 23:20:38,negative,"RT @SavDreww: Hey check this out
It was this blind man right
Man check this out it was this blind man right
He was feelin his way down the…",
177,2017-11-09 23:20:27,negative,"RT @ArizonaKayte: On this day, One year later...

How's the Stock Market?
How's your 401K?
Unemployment down?
Business regulations eased?…","NC, VA, WV, DC, NJ, NY"
178,2017-11-09 23:20:11,negative,"RT @_Mr_Reed: It was this blind man, right?
Man, check this out- it was this blind man, right?
He was feelin' his way down the street with…",dexters labratory
179,2017-11-09 23:19:36,negative,"RT @_Mr_Reed: It was this blind man, right?
Man, check this out- it was this blind man, right?
He was feelin' his way down the street with…",
180,2017-11-09 23:17:38,negative,"RT @_Mr_Reed: It was this blind man, right?
Man, check this out- it was this blind man, right?
He was feelin' his way down the street with…",Tay
181,2017-11-09 23:17:35,positive,"RT @LVMPDBAC: We are here at the Free Farmers Market, come on down! https://t.co/XsLPvuVRyE","Las Vegas, NV"
182,2017-11-09 23:15:34,positive,One of the hallmarks of the Telecommunications Act of 1996 is this free market competitive idea: If we open the mar… https://t.co/wFEDfl736D,Global
183,2017-11-09 23:15:27,negative,"RT @freedom_luvr: @Jujube_blue @StockMonsterUSA If you blindly watch CNN you wouldnt know there is lowest unemployment in almost 20 yrs, IS…",
184,2017-11-09 23:15:17,negative,"RT @_Mr_Reed: It was this blind man, right?
Man, check this out- it was this blind man, right?
He was feelin' his way down the street with…",
185,2017-11-09 23:14:19,negative,"RT @kazonomics: The brutality of #Altcoinwinter came about from the lack of market understanding, terrible risk, management &amp; poor math ski…",
186,2017-11-09 23:11:56,negative,"Heads Up! 

Slammed Society is going down this Saturday at the Old Dededo Flea Market. 

Be there! https://t.co/8AlvlzAf32",Guam
187,2017-11-09 23:10:37,negative,"RT @realDonaldTrump: Unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Mark…","Tallahassee, FL"
188,2017-11-09 23:10:18,positive,"RT @JustinWolfers: Huge movements in prediction markets for Alabama senate:
Moore: 59% (down from 89%)
Jones: 40% (up from 13%)
Strange: 10…",
189,2017-11-09 23:10:04,negative,"RT @_Mr_Reed: It was this blind man, right?
Man, check this out- it was this blind man, right?
He was feelin' his way down the street with…","Portland, OR"
190,2017-11-09 23:10:03,neutral,@uhshanti @ChiragB87 @BernieSanders @SenSanders 1) Bernie wasn't a NIMBY when he was mayor: https://t.co/HSlPiGg4EP… https://t.co/loZGaO77BO,"San Francisco, CA"
191,2017-11-09 23:09:55,negative,@Austin33072644 @dkram230 @TylDurden @dsg95kroq @Wario64 @Xbox @PlayStation @Nintendo Money that went down the drai… https://t.co/KPyu4aHqNJ,
192,2017-11-09 23:09:52,negative,"RT @uk_morningstar: #Burberry's shift upmarket given thumbs down by the market, with shares off nearly 12%; @morningstarinc analyst note to…","UK,EU,USA,Japan,Singapore"
193,2017-11-09 23:09:48,negative,"RT @freedom_luvr: @Jujube_blue @StockMonsterUSA If you blindly watch CNN you wouldnt know there is lowest unemployment in almost 20 yrs, IS…","Tennessee, USA"
194,2017-11-09 23:09:04,negative,"#Trump presidency so far: 
Pedophile Hollywood is going down
Stock market at record highs
#ISIS has just been defeated","Johnston, RI"
195,2017-11-09 23:09:03,negative,"RT @_Mr_Reed: It was this blind man, right?
Man, check this out- it was this blind man, right?
He was feelin' his way down the street with…",gemini
196,2017-11-09 23:08:43,negative,"RT @_Mr_Reed: It was this blind man, right?
Man, check this out- it was this blind man, right?
He was feelin' his way down the street with…","Chandler, AZ"
197,2017-11-09 23:08:12,neutral,@Nick19F @TraceAgain I would not set specific targets myself. Just see what the market does. When it starts to go s… https://t.co/hlr69QXzYu,18+ to enter
198,2017-11-09 23:07:08,positive,RT @MajKyleBaxter: @RyanAFournier @realDonaldTrump making America great again one deal at a time! He's repairing all the damage @BarackObam…,"Texas, USA"
199,2017-11-09 23:05:50,negative,"@sherylcamp @BarbraStreisand @realDonaldTrump @BarackObama Did you see low unemployment, market up, illegal immigra… https://t.co/X0GvWOY7LT",Dover NH
200,2017-11-09 23:18:24,negative,@erratictrader @jeffkilburg @CNBC @SquawkCNBC @Nasdaq That’s just cold. And if you must know Jeff is actually bending down,Chicago
201,2017-11-09 23:05:04,negative,Breaking Down: Natural Health Trends Corp. (NASDAQ:NHTC) Stock Drop Below Support -- Technicals Hit Extreme ... - C… https://t.co/0KAFMG72eX,
202,2017-11-09 22:10:20,positive,"RT @asr_wealth: $DJIA $NASDAQ and $SPX all lower overnight, which sees the $SPI down for the open today. $OIL &amp; $GOLD higher. Full report…",
203,2017-11-09 22:10:15,positive,"RT @asxstocktips: $DJIA $NASDAQ and $SPX all lower overnight, which sees the $SPI down for the open today. $OIL &amp; $GOLD higher. Full report…",
204,2017-11-09 22:09:16,negative,"RT @WallStreetBD: @BloombergTV breaks down why retail is about to die. @Nasdaq @Nyse #Bloomberg
https://t.co/F7rzJg7WyO","Edmonton, Alberta"
205,2017-11-09 22:07:21,negative,"RT @clintonkowach: Walt Disney Earnings, Revenues Miss Street; Shares Down 3% https://t.co/NgPHlihaY6 via @Nasdaq #News #Bibleprophecy #Tru…",
206,2017-11-09 22:06:40,negative,"Market Close: MBS -9bps; DOW -101.42; NASDAQ -39.07; S&amp;P 500 -9.76; 10yr Treasury 2.34%; Markets down, Stocks cashi… https://t.co/mbORNhe6Nl","Redondo Beach, CA"
207,2017-11-09 22:05:15,negative,"#Business  Walt Disney Earnings, Revenues Miss Street; Shares Down 3%: - Walt Disney… https://t.co/0YePoI6BVW",europe
208,2017-11-09 22:04:53,negative,"Walt Disney Earnings, Revenues Miss Street; Shares Down 3% https://t.co/NgPHlihaY6 via @Nasdaq #News #Bibleprophecy… https://t.co/ld7UwC3KJU","Colorado, USA"
209,2017-11-09 22:03:16,positive,"$DJIA $NASDAQ and $SPX all lower overnight, which sees the $SPI down for the open today. $OIL &amp; $GOLD higher. Full… https://t.co/3GFaAG49bW","Sydney, New South Wales"
210,2017-11-09 22:03:15,positive,"$DJIA $NASDAQ and $SPX all lower overnight, which sees the $SPI down for the open today. $OIL &amp; $GOLD higher. Full… https://t.co/OKQlSTzB9G",Australia
211,2017-11-09 21:53:11,negative,"$NFLX Walt Disney Earnings, Revenues Miss Street; Shares Down 3% https://t.co/wB7v5GAuuV",
212,2017-11-09 21:49:24,negative,"$DIS Walt Disney Earnings, Revenues Miss Street; Shares Down 3% https://t.co/wB7v5GAuuV",
213,2017-11-09 21:49:24,negative,"Walt Disney Earnings, Revenues Miss Street; Shares Down 3% https://t.co/cgZea8Orr2","New York, NY"
214,2017-11-09 21:46:10,negative,"Walt Disney Earnings, Revenues Miss Street; Shares Down 3% https://t.co/NIOU2wTCZH",
215,2017-11-09 21:43:17,negative,"Dow down 101 pts (0.4%) to 23,462.
S&amp;P 500 down 10 pts (0.4%) to 2,585.
Nasdaq down 39 pts (0.6%) to 6,750.",Australia
216,2017-11-09 21:37:43,negative,What did @realDonaldTrump do/say today.  All 3 markets are DOWN. Usually happens when he tweets or opens his mouth.… https://t.co/ocjCVHaBr8,"Phoenix, AZ"
217,2017-11-09 21:14:25,negative,"RT trendytradepd ""SPX down 0.38%
Nasdaq down 0.58%
DJIA down 0.58%
WTI crude up 0.49% (57.09)
Comex gold ip 0.25%
Euro 1.1643
Yen 113.37
$S…",The Lab
218,2017-11-09 21:14:12,negative,"RT trendytradepd ""SPX down 0.38%
Nasdaq down 0.58%
DJIA down 0.58%
WTI crude up 0.49% (57.09)
Comex gold ip 0.25%
Euro 1.1643
Yen 113.37
$S…",Cyberspace
219,2017-11-09 21:12:22,negative,"RT trendytradepd ""SPX down 0.38%
Nasdaq down 0.58%
DJIA down 0.58%
WTI crude up 0.49% (57.09)
Comex gold ip 0.25%
Euro 1.1643
Yen 113.37
$S…",The Hunt for Winners
220,2017-11-09 21:10:58,negative,"They bought the dip, again.
Stocks close down but up from day's lows. Dow -101, 0.4%.
Nasdaq -0.6%, S&amp;P -0.4%.

https://t.co/L94c2hOXQw",Los Angeles
221,2017-11-09 21:09:25,negative,"DOW down 101.42 to 23,461.94
NASDAQ down 39.06 to 6,750.05","Gaffney, S.C."
222,2017-11-09 21:09:18,negative,"RT trendytradepd ""SPX down 0.38%
Nasdaq down 0.58%
DJIA down 0.58%
WTI crude up 0.49% (57.09)
Comex gold ip 0.25%
Euro 1.1643
Yen 113.37
$S…",Money Land
223,2017-11-09 21:07:13,negative,"RT trendytradepd ""SPX down 0.38%
Nasdaq down 0.58%
DJIA down 0.58%
WTI crude up 0.49% (57.09)
Comex gold ip 0.25%
Euro 1.1643
Yen 113.37
$S…",The War Room
224,2017-11-09 21:06:14,negative,"RT trendytradepd ""SPX down 0.38%
Nasdaq down 0.58%
DJIA down 0.58%
WTI crude up 0.49% (57.09)
Comex gold ip 0.25%
Euro 1.1643
Yen 113.37
$S…",The Trading Desk
225,2017-11-09 21:05:32,negative,Nasdaq Composite ends down 0.6% https://t.co/bcrYfvBRaT,Solo
226,2017-11-09 21:05:16,negative,"RT trendytradepd ""SPX down 0.38%
Nasdaq down 0.58%
DJIA down 0.58%
WTI crude up 0.49% (57.09)
Comex gold ip 0.25%
Euro 1.1643
Yen 113.37
$S…",The Market
227,2017-11-09 21:05:09,negative,?? Nasdaq Composite ends ? down 0.6% https://t.co/z0GgkCj4Xj MARKETWATCH,
228,2017-11-09 21:04:45,negative,"Stocks slide. The Dow closed at 23,461.94, down 101.42 (-0.43%). Nasdaq -0.58%. S&amp;P -0.38%.",Honolulu
229,2017-11-09 21:02:16,negative,"SPX down 0.38%
Nasdaq down 0.58%
DJIA down 0.58%
WTI crude up 0.49% (57.09)
Comex gold ip 0.25%
Euro 1.1643
Yen 113.37
$SPX $COMP $DJIA","Miami, FL"
230,2017-11-09 21:00:34,negative,"NASDAQ UNOFFICIALLY CLOSES DOWN 39.86 POINTS, OR 0.59 PERCENT, AT 6,749.26","London, England"
231,2017-11-09 20:42:35,negative,"The Dow, S&amp;P and NASDAQ try once again today to cut losses. The Dow was down 250 points, now down 120 points.","Redondo Beach, CA"
232,2017-11-09 20:04:17,negative,"The Dow, S&amp;amp;P and NASDAQ try once again today to cut losses. The Dow was down 250 points, now down 120 points.",
233,2017-11-09 20:00:47,positive,"Nasdaq would need to drop 60 points now into the close to really turn the daily chart down... 
https://t.co/GOW94xIcnv","Bay Area, California"
234,2017-11-09 19:52:17,negative,"RT @FinanzLinksCom: Dow Sharply Lower With Tax Plan Still Uncertain, Tech Weighs on Nasdaq: Dow Sharply Lower With Tax Plan Still Uncertain…",
235,2017-11-09 19:37:36,negative,"RT @NaviAvatar1: Nasdaq Down 18, $AAPL $AMZN $NVDA $TSLA $SNAP $FB $SPY $TWTR https://t.co/7RqzN7mIQv","Shaker Heights, OH"
236,2017-11-09 19:36:52,negative,"The Dow, S&amp;amp;P and NASDAQ try once again today to cut losses. The Dow was down 250 points, now down 120 points.","Milwaukee, WI"
237,2017-11-09 19:16:59,neutral,"Dow, S&amp;P, and NASDAQ fall today amid tax reform delay.  https://t.co/Cdfa9tGdf6","Virginia, USA"
238,2017-11-09 19:03:17,negative,"Wall Street Instant Update; stocks at 2pm Dow down 152, Nasdaq -65, S&amp;P -16; Oil up .8%; Gold settles at $1287.50 oz. up .3%",Florida
239,2017-11-09 18:47:13,neutral,https://t.co/UHnci7O6tF https://t.co/AocNqnwBng,"Ottawa, ON, Canada"
240,2017-11-09 18:16:51,negative,"Dow Sharply Lower With Tax Plan Still Uncertain, Tech Weighs on Nasdaq: Dow Sharply Lower With Tax Plan Still Uncer… https://t.co/1ZDGhzvhHv",
241,2017-11-09 18:09:49,negative,"#DOW Dec Futures slump by 231 points to 23,260.

#Nasdaq Dec down 106.75 points to 6,244.75 from 6,351.50","Mumbai, India"
242,2017-11-09 18:09:49,negative,"#DOW Dec Futures slump by 231 points to 23,260.

#Nasdaq Dec down 106.75 points to 6,244.75 from 6,351.50",Mumbai
243,2017-11-09 18:07:29,neutral,big drop. don't bet on anything yet. just holding cash and sit &amp; watch. nasdaq may pull back to mid BB on daily 667… https://t.co/mmkKNH4IFF,"Chicago, IL"
244,2017-11-09 18:01:27,negative,"US STOCKS-Wall St slumps on fears of delay in tax-cut plan - * Indexes down: Dow 0.94 pct, S&amp;P 0.93 pct, Nasdaq... https://t.co/SgdYRRJzhM",
245,2017-11-09 17:40:10,negative,"What does the stock fall look like technically? A look at the Nasdaq  and S&amp;P
Stocks are trading near lows with Nasdaq down -1.20% and the …",
246,2017-11-09 17:35:46,positive,@FREESTOCKPICK MKT TANKING dow down 100 nasdaq down 100 WOW your cheap puts YESSS for you wow,"41.136801,-73.986265"
247,2017-11-09 17:35:39,negative,@Tony_BATtista I will personally fund Tom's Dinkle habit if it can take the Nasdaq down 100 handles a day!!!,
248,2017-11-09 17:32:58,negative,Nasdaq down triple digits @IvanTheK,"St. Louis, MO"
249,2017-11-09 17:31:08,neutral,"$ALRM
https://t.co/OL08wfAemT shares plunge despite Q3 beats, upside guidance
https://t.co/OL08wfAemT (NASDAQ:ALRM)… https://t.co/AMIuyT8hZ3",
250,2017-11-09 17:20:48,positive,"Hate to sound like Roger Babson or proud but looking like 2018-19 30% 
Down maybe Dow 15,750 nasdaq off 40 . Recession turns near depression",Boston MA
251,2017-11-09 17:19:53,negative,NASDAQ down %1.19,"Texas, USA"
252,2017-11-09 17:18:52,negative,Dow &amp; NASDAQ down nearly 1%,"Texas, USA"
253,2017-11-09 17:18:29,negative,BREAK..SHOCKING..SHOCKING..Senate GOP plan would delay corporate tax cut until 2019..Shocking for Wall Street..… https://t.co/alhQVLsanr,
254,2017-11-09 17:17:21,negative,"Dow down over 200, S&amp;P 500 down 20. Nasdaq Composite down over 80.  https://t.co/wDPTbOxoDo",
255,2017-11-09 17:10:26,negative,@Nasdaq options chain page is down today,
256,2017-11-09 17:09:40,positive,$BZUN tomorrow will be a better day. Down day for Nasdaq.,"Zgharta, Lebanon "
257,2017-11-09 17:03:06,negative,"What did Tony just say?

balls deep $Nasdaq short and taking small profits all the way down.",North America
258,2017-11-09 17:02:05,negative,"#DOW Dec Futures slump by 150 points to 23,341.

#Nasdaq Dec down 79.25 points to 6,272.25 from 6,351.50","Mumbai, India"
259,2017-11-09 17:02:05,negative,"#DOW Dec Futures slump by 150 points to 23,341.

#Nasdaq Dec down 79.25 points to 6,272.25 from 6,351.50",Mumbai
260,2017-11-09 17:01:56,negative,"Wall Street Instant Update; stocks down across the board at noon DJI -180, Nasdaq down 1%, S&amp;P -18; Oil up .6%; Gold +.2%",Florida
261,2017-11-09 16:58:51,negative,BREAK..#DowJones down 190p and #Nasdaq down 72p. right now… https://t.co/YEPVFjQBQx,
262,2017-11-09 16:41:25,positive,The Machines are really trying to hold the 2nd support trend-line on the 3 month hourly chart (quick violation this… https://t.co/RpsvesuBz2,Boston
263,2017-11-09 16:41:16,positive,TREND REVERSAL DOWN ALERT: $FTXO FIRST TRUST NASDAQ BANK ETF ? TradeIdeas via https://t.co/VS8RO1bzXJ to Free Trading Room,Universe
264,2017-11-09 16:31:37,negative,U.S. Markets are open Dow down 129.01 NASDAQ down 50.89 S&amp;P500 down 12.98 https://t.co/YB7OvzRtSY,"Texas, USA"
265,2017-11-09 16:16:52,negative,"The Dow Jones is down 0.3% at 23,488 points, while the wider S&amp;P 500 is down 0.4% at 2,583 points and the tech-heav… https://t.co/0cDL7OWSjY","Manchester, England"
266,2017-11-09 15:00:34,negative,"Wall Street Instant Update; the major market averages fall by 116 Dow points, the Nasdaq off 60, with the S&amp;P down 14",Florida
267,2017-11-09 15:00:04,negative,Did you hear about the Squirrel that shut down the NY Stock Exchange? He was related to Alex... https://t.co/wlNkvBQSkB,"Calgary, Alberta"
268,2017-11-09 14:58:21,negative,"Nasdaq falling 1% 
Dow down triple digits.....tech and bank stocks amid tax cuts not happening  

S&amp;P 500 volatility +11%",
269,2017-11-09 14:56:44,negative,"Dow is down over 100 in early trading, S&amp;P 500 down over 14. The Nasdaq Composite is down 60 plus, as the Vix is su… https://t.co/iNCbGAq8kO",
270,2017-11-09 14:54:01,negative,"#Nasdaq Dec down 71.50 points to 6,280.50 from 6,351.50","Mumbai, India"
271,2017-11-09 14:54:01,negative,"#Nasdaq Dec down 71.50 points to 6,280.50 from 6,351.50",Mumbai
272,2017-11-09 14:51:49,negative,"RT @nanexllc: Nasdaq 100 now down 1%. S&amp;P 500 -0.6%
$QQQ $SPY",Ici et là
273,2017-11-09 14:45:42,negative,"U.S. STOCKS EXTEND FALL, NASDAQ DOWN 1.00 PCT","London, England"
274,2017-11-09 14:45:13,negative,"Nasdaq 100 now down 1%. S&amp;P 500 -0.6%
$QQQ $SPY","Chicago, IL"
275,2017-11-09 14:44:11,negative,Hey @NASDAQ can you please take my algo order that is cutting down my trading sizes to keep quiet... and tell every… https://t.co/hzD3gtluos,"Chatham, NJ"
276,2017-11-09 14:32:01,negative,"NASDAQ DOWN 52.60 POINTS, OR 0.77 PERCENT, AT 6,736.52 AFTER MARKET OPEN","London, England"
277,2017-11-09 14:30:31,negative,RT @BullBearCharts: Gap Down - $VSTO $MEET $OPK $INFN $SHIP $PEGA $SRCI $CTL $SRCL $TTNP $CVRR $KSS $JRVR $NYRT $BW $DCIX $HTGM $CSOD $CCJ…,World
278,2017-11-09 14:30:14,negative,Gap Down - $VSTO $MEET $OPK $INFN $SHIP $PEGA $SRCI $CTL $SRCL $TTNP $CVRR $KSS $JRVR $NYRT $BW $DCIX $HTGM $CSOD… https://t.co/Z9DQxc2dmU,
279,2017-11-09 14:27:54,negative,"@BloombergTV breaks down why retail is about to die. @Nasdaq @Nyse #Bloomberg
https://t.co/F7rzJg7WyO","Edmonton, Alberta"
280,2017-11-09 14:11:45,negative,"Its been awhile but the stock market is off this morning lead by the Nasdaq down almost 3/4%.

Of note, financial... https://t.co/H1ouJyO5XS",las vegas
281,2017-11-09 14:11:36,negative,"Its been awhile but the stock market is off this morning lead by the Nasdaq down almost 3/4%.

Of note, financial  https://t.co/YxqienI2Lf",las vegas
282,2017-11-09 14:03:54,positive,Opko Health (NASDAQ:OPK) Down Nearly 10% Pre-Market - Live Trading News https://t.co/yvLDD7yfTZ via @livetradingnews,"Bangkok, Thailand"
283,2017-11-09 14:02:04,negative,"US STOCKS-S&amp;P, Dow flat; Nasdaq weighed down by Priceline (PCLN, WTW, EMR) https://t.co/RXHpnbdRsH",
284,2017-11-09 13:50:33,negative,"Stock Futures Down As Intel Hinders Dow, This IPO Blasts Off https://t.co/XgE5TDg5VA",Your iPhone/iPad
285,2017-11-09 13:48:40,negative,Main Indexes (#SP500 #NASDAQ #NIKKEI) down pretty hard overnight. Undoing the bullish spike of yesterday afternoon.… https://t.co/GHax2sk1eL,
286,2017-11-09 13:40:23,negative,"Nasdaq-100 futures down 0.8% at 6,292 https://t.co/gavnOWkB3b",Solo
287,2017-11-09 13:33:39,negative,"?? Nasdaq-100 futures ? down 0.8% at 6,292 https://t.co/8myxUIBrtz MARKETWATCH",
288,2017-11-09 13:32:48,negative,"US Briefing 09-11-17: Euro Zone To Grow Fastest In Decade In 2017, Spain PM Rajoy: Spain Could Revise Down 2018 Gro… https://t.co/M1sgsAueds",New York
289,2017-11-09 13:27:42,neutral,$spx $nasdaq $ftse $dax $cac $djia $c $XOM $amzn $googl $AVGO $AAPL $WFM $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS… https://t.co/P3nAqs47CM,
290,2017-11-09 13:25:54,negative,"Dow Jones future -98, Nasdaq future -47 points DOWN.... https://t.co/Cj38XsYQn6","Tamil Nadu, India"
291,2017-11-09 13:24:19,negative,"Stock Futures Down As Intel Hinders Dow, This IPO Blasts Off https://t.co/R8hkuUlgZ3","New York, New York"
292,2017-11-09 13:23:01,negative,Us futures indexes are set to open down: S&amp;P 500 -0.56%  DOW -0.46%  NASDAQ -0.73% $DJIA $DIA $QQQ $SPY (https://t.co/zCCs5Z2apJ) #trading,Miami
293,2017-11-09 13:22:48,positive,"RT @MooreToTheStory: Wall Street Instant Update at the close the Dow crawled to a new record high at 23,563 up 6, the Nasdaq up 21; Oil clo…",beefentertainment@mail.com
294,2017-11-09 11:24:56,negative,"#Stockmarket #Futures: Dow Jones-Down 53,S&amp;P 500-Down 5, @Nasdaq-Down 14,#Gold- 1285,#Silver- 17.08,#Oil- 56.91,Asian Markets(#Nikkei)-22869","590 Honeysuckle Lane Seattle,"
295,2017-11-09 11:06:10,neutral,"Deutsche Telekom Q3 Net Profit fell 51.9% to 0.5 billion euros.
(adjusted net profit grew 19.6 percent to 1.2 billi… https://t.co/o3D5wz1XsS","Europa, baby!"
296,2017-11-09 22:42:11,negative,RT @newsinvesting: U.S. #stocks lower at close of trade; Dow Jones Industrial Average down 0.48% - https://t.co/2SvhVH3asE,Pretoria
297,2017-11-09 21:49:35,negative,RT @GottaLaff: Dow Jones down 101. Will Trump take credit for that too?,"Portland, Oregon "
298,2017-11-09 21:27:04,negative,#Dow Jones down over 200pts as global markets suffer https://t.co/ivGqveGF4S via @proactive_NA,
299,2017-11-09 21:25:22,negative,RT @GottaLaff: Dow Jones down 101. Will Trump take credit for that too?,Somewhere over the rainbow.
300,2017-11-09 21:22:25,negative,RT @GottaLaff: Dow Jones down 101. Will Trump take credit for that too?,United States
301,2017-11-09 21:20:19,negative,Dow Jones down 101. Will Trump take credit for that too?,California
302,2017-11-09 21:03:07,negative,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.48% https://t.co/QBOliTNrvs https://t.co/Mk3ti8rAfa,
303,2017-11-09 21:00:22,negative,"DOW JONES UNOFFICIALLY CLOSES DOWN 101.63 POINTS, OR 0.43 PERCENT, AT 23,461.73","London, England"
304,2017-11-09 20:35:04,negative,?? U.S. stocks lower ? at close of trade; ?? Dow Jones Industrial Average down ? 0.48% https://t.co/hSTNxYB0gl INVESTINGcom,
305,2017-11-09 20:34:27,positive,"Hi, here is something I thought you might find interesting: - https://t.co/9dgRl5v6ve",
306,2017-11-09 20:30:15,negative,U.S. #stocks lower at close of trade; Dow Jones Industrial Average down 0.48% - https://t.co/2SvhVH3asE,Global
307,2017-11-09 20:26:16,negative,"Best November 11th in Dow Jones Industrial Average History:
1911 – Up 2.92%, 1.67 points. 

Worst November 11th in… https://t.co/OESoyDL0tx",
308,2017-11-09 20:25:26,negative,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.48% - https://t.co/imvGRsedMY,Worldwide
309,2017-11-09 20:21:54,neutral,"@jr_bacerott @_KeziaJade And the cabinet. He’s fired and fought, yes. But have you seen him and his cabinet praying… https://t.co/uVSN4ILgbC","Texas, USA"
310,2017-11-09 19:52:17,negative,"RT @FinanzLinksCom: Dow Sharply Lower With Tax Plan Still Uncertain, Tech Weighs on Nasdaq: Dow Sharply Lower With Tax Plan Still Uncertain…",
311,2017-11-09 19:52:17,negative,"RT @LuisBenguerel: Que aburrido esta todo el mercado cuando salta como alarma bloomberg 
U.S. STOCKS EXTEND FALL, DOW JONES DOWN 1.00% 

Pá…",
312,2017-11-09 19:44:36,negative,"Morning All, currently Dow Jones 23,442 down 121, Facebook $178, Twitter $19.98, Amazon $1,126, Berkshire Hathaway… https://t.co/5QdgquH32e",Australia
313,2017-11-09 18:25:26,negative,"Dow Jones Index Still Down Over -150 pts, But Has Recovered Nearly 50%; Day's Lowest Point Was -256pts (23,310.02)",USA
314,2017-11-09 18:21:38,negative,"RT @LuisBenguerel: Que aburrido esta todo el mercado cuando salta como alarma bloomberg 
U.S. STOCKS EXTEND FALL, DOW JONES DOWN 1.00% 

Pá…",madrid 
315,2017-11-09 18:20:48,negative,"@Rosco34 Bwahahaha what a stupid statement job market isn't tanking ?
Unemployment Rate Falls to 4.1%… https://t.co/qZeg8j6vvK",United States
316,2017-11-09 18:16:51,negative,"Dow Sharply Lower With Tax Plan Still Uncertain, Tech Weighs on Nasdaq: Dow Sharply Lower With Tax Plan Still Uncer… https://t.co/1ZDGhzvhHv",
317,2017-11-09 18:07:23,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",Fort Worth Texas
318,2017-11-09 17:43:56,positive,"Dow Jones down 1%, twitter feels like we went through the great depression LOL. https://t.co/AfyCG3TMg0",toronto
319,2017-11-09 17:38:18,negative,"RT @adsslondon: Dow Jones down 181.93 points today. That's 0.77% on the day.

Is this the beginning of the reversal? @TheBubbleBubble",
320,2017-11-09 17:37:08,negative,$INDU Dow Jones is up around 1700 points over the past 3 months &amp; 700 points over past month. Bumpy market would ex… https://t.co/zzXVtY6mWt,Tweeting from London
321,2017-11-09 17:32:59,negative,The Dow Jones Industrial Average is down 1% right now... so I know what it felt like in 1929.,"Atlanta, GA"
322,2017-11-09 17:24:13,neutral,"Saudi Arabia declares war on Lebanon; orders citizens to leave the country immediately. Oil prices to surge. 

Dow… https://t.co/gZqGru4utK","India,Ahmedabad"
323,2017-11-09 17:21:50,negative,"Que aburrido esta todo el mercado cuando salta como alarma bloomberg 
U.S. STOCKS EXTEND FALL, DOW JONES DOWN 1.00% 

Pánico en los mercados",BARCELONA 
324,2017-11-09 17:21:27,negative,"RT @DeItaOne: U.S. STOCKS EXTEND FALL, DOW JONES DOWN 1.00 PCT https://t.co/tH33ZDcv2d",??
325,2017-11-09 17:18:56,negative,Dow Jones 23346 -216 points down !!! https://t.co/iamBCizpcF,"Tamil Nadu, India"
326,2017-11-09 17:18:54,negative,"RT @DeItaOne: U.S. STOCKS EXTEND FALL, DOW JONES DOWN 1.00 PCT https://t.co/tH33ZDcv2d",Made in USA  ?? MAGA
327,2017-11-09 17:18:12,negative,"RT @DeItaOne: U.S. STOCKS EXTEND FALL, DOW JONES DOWN 1.00 PCT https://t.co/tH33ZDcv2d",The Milky Way
328,2017-11-09 17:17:10,negative,"U.S. STOCKS EXTEND FALL, DOW JONES DOWN 1.00 PCT https://t.co/tH33ZDcv2d",
329,2017-11-09 17:13:16,negative,"Dow Jones DOWN over 200 points, WHY? CONGRESS AND SENATE COWARDS ARE FAILING YOU WITH NO RESOLVE ON CORP TAX CUT &amp; Ind tax relief","Casa Grande, AZ"
330,2017-11-09 16:56:47,negative,"Dow Jones down 181.93 points today. That's 0.77% on the day.

Is this the beginning of the reversal? @TheBubbleBubble","London, England"
331,2017-11-09 16:18:20,positive,@swalters5 @Mallieyork @waterbuck2017 @TomSteyer You realize the Dow jones is an indicator of economic performance… https://t.co/ZyEqEo2iiQ,
332,2017-11-09 16:16:52,negative,"The Dow Jones is down 0.3% at 23,488 points, while the wider S&amp;P 500 is down 0.4% at 2,583 points and the tech-heav… https://t.co/0cDL7OWSjY","Manchester, England"
333,2017-11-09 16:15:54,positive,Money Morning &gt; The Dow Jones Today Is Already Down 100 Points Thanks to the Retail Ice Age https://t.co/cZ4K5TwN6p,Malaysia
334,2017-11-09 16:01:15,neutral,Money Morning &gt; https://t.co/eXUypRLDwQ,Malaysia
